Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1955,8,1.892,,1.355,-0.010,-0.010,-1.379,,,,2.734,,,3.660,9.770,-1.918,0
1955,9,1.648,,1.315,-0.056,-0.059,-1.434,,,,2.749,,,3.520,9.670,-1.797,0
1955,10,2.044,,1.407,0.023,0.023,-1.361,,,,2.768,,,3.520,9.680,-1.888,0
1955,11,2.196,,1.379,-0.016,-0.016,-1.409,,,,2.789,,,3.590,9.730,-2.559,0
1955,12,2.105,,1.294,-0.117,-0.120,-1.537,,,,2.832,,,3.630,9.790,-2.132,0
1956,1,1.922,,1.407,-0.013,-0.016,-1.443,,,,2.850,,,3.630,9.770,-2.193,0
1956,2,1.953,,1.279,-0.111,-0.114,-1.504,,,,2.783,,,3.700,9.830,-2.345,0
1956,3,2.227,,1.306,-0.044,-0.077,-1.464,,,,2.771,,,3.520,9.760,-1.918,0
1956,4,1.892,,1.367,0.069,-0.004,-1.376,,,,2.743,,,3.620,9.830,-1.888,0
1956,5,,,1.291,-0.053,-0.059,-1.409,,,,2.701,,,,,,0
1956,6,,,1.361,-0.016,-0.023,-1.406,,,,2.768,,,,,,0
1956,7,2.135,,1.398,0.002,-0.004,-1.406,,,,2.804,,,3.610,9.710,-1.949,0
1956,8,,,1.419,0.014,0.011,-1.397,,,,2.816,,,,,,0
1956,9,,,1.358,-0.029,-0.035,-1.428,,,,2.786,,,,,,0
1956,10,1.922,,1.315,-0.077,-0.084,-1.480,,,,2.795,,,3.530,9.660,-1.918,0
1956,11,1.800,,1.340,-0.041,-0.044,-1.428,,,,2.768,,,3.640,9.770,-1.949,0
1956,12,1.831,,1.294,-0.071,-0.077,-1.449,,,,2.743,,,3.740,9.790,-2.345,0
1957,1,1.983,,1.212,-0.157,-0.160,-1.531,,,,2.743,,,3.640,9.730,-2.376,0
1957,2,2.074,,1.255,-0.123,-0.126,-1.507,,,,2.761,,,3.680,9.720,-2.132,0
1957,3,1.892,,1.346,-0.029,-0.038,-1.422,,,,2.768,,,3.670,9.770,-2.101,0
1957,4,1.831,,1.270,-0.111,-0.111,-1.495,,,,2.765,,,3.660,9.710,-2.132,0
1957,5,1.800,,1.328,-0.050,-0.050,-1.431,,,,2.758,,,3.660,9.750,-1.949,0
1957,6,1.983,,1.325,-0.032,-0.050,-1.422,,,,2.746,,,3.810,10.010,-1.857,0
1957,7,,,1.407,-0.004,-0.010,-1.428,,,,2.835,,,,,,0
1957,8,1.922,,1.355,-0.056,-0.062,-1.483,,,,2.838,,,3.600,9.750,-2.132,0
1957,9,2.013,,1.343,-0.050,-0.056,-1.458,,,,2.801,,,3.560,9.720,-2.040,0
1957,10,2.013,,1.322,-0.038,-0.044,-1.409,,,,2.731,,,3.690,9.730,-2.101,0
1957,11,1.983,,1.319,-0.029,-0.044,-1.403,,,,2.722,,,3.690,9.750,-2.010,0
1957,12,1.922,,1.273,-0.087,-0.093,-1.458,,,,2.731,,,3.640,9.750,-1.949,0
1958,1,2.013,,1.367,-0.013,-0.023,-1.409,,,,2.777,,,3.570,9.580,-1.979,0
1958,2,2.044,,1.422,-0.004,-0.013,-1.449,,,,2.871,,,3.500,9.650,-2.101,0
1958,3,2.074,,1.489,0.087,0.081,-1.327,,,,2.816,,,3.490,9.650,-2.010,0
1958,4,2.471,,1.514,0.066,0.060,-1.394,,,,2.908,,,3.510,9.680,-2.101,0
1958,5,1.983,,1.428,-0.007,-0.032,-1.492,,,,2.920,,,3.590,9.720,-2.284,0
1958,6,2.013,,1.425,-0.029,-0.029,-1.480,,,,2.905,,,3.600,9.810,-2.040,0
1958,7,1.861,,1.413,-0.001,-0.016,-1.443,,,,2.856,,,3.590,9.760,-1.918,0
1958,8,1.922,,1.398,-0.007,-0.013,-1.425,,,,2.822,,,3.690,9.770,-1.857,0
1958,9,1.983,,1.428,0.005,0.005,-1.419,,,,2.847,,,3.640,9.800,-2.040,0
1958,10,1.953,,1.386,0.002,-0.004,-1.391,,,,2.777,,,3.630,9.760,-2.162,0
1958,11,2.135,,1.346,-0.032,-0.035,-1.412,,,,2.758,,,3.660,9.710,-2.162,0
1958,12,2.074,,1.288,-0.096,-0.114,-1.513,,,,2.801,,,3.540,9.700,-2.223,0
1959,1,1.922,,1.340,-0.068,-0.077,-1.495,,,,2.835,,,3.640,9.730,-1.979,0
1959,2,1.861,,1.242,-0.154,-0.160,-1.565,,,,2.807,,,3.630,9.880,-2.010,0
1959,3,2.074,,1.315,-0.090,-0.114,-1.547,,,,2.862,,,3.580,9.870,-2.162,0
1959,4,2.044,,1.367,0.008,-0.050,-1.467,,,,2.835,,,3.940,10.200,-2.132,0
1959,5,,,1.319,-0.090,-0.093,-1.504,,,,2.822,,,,,,0
1959,6,2.135,,1.392,-0.013,-0.020,-1.431,,,,2.822,,,3.710,9.810,-1.979,0
1959,7,1.922,,1.276,-0.099,-0.108,-1.489,,,,2.765,,,3.630,9.780,-1.979,0
1959,8,1.831,,1.355,-0.026,-0.029,-1.412,,,,2.768,,,3.690,9.750,-1.888,0
1959,9,1.678,,1.315,-0.059,-0.065,-1.446,,,,2.761,,,3.690,9.920,-1.797,0
1959,10,1.861,,1.398,-0.016,-0.020,-1.437,,,,2.835,,,3.600,9.880,-1.949,0
1959,11,2.166,,1.346,-0.062,-0.071,-1.492,,,,2.838,,,3.590,9.770,-2.132,0
1959,12,2.471,,1.383,-0.050,-0.059,-1.498,,,,2.880,,,3.680,9.850,-2.193,0
1960,1,1.953,,1.361,-0.047,-0.056,-1.473,,,,2.835,,,3.590,9.630,-2.132,0
1960,2,2.166,,1.447,0.060,0.054,-1.339,,,,2.786,,,3.640,9.790,-2.132,0
1960,3,1.861,,1.398,-0.020,-0.016,-1.431,,,,2.829,,,3.660,9.830,-1.949,0
1960,4,1.953,,1.407,0.014,0.005,-1.397,,,,2.804,,,3.610,9.740,-2.010,0
1960,5,2.044,,1.410,0.054,0.048,-1.315,,,,2.725,,,3.560,9.710,-1.949,0
1960,6,2.166,,1.410,0.008,0.014,-1.385,,,,2.795,,,3.720,9.790,-2.071,0
1960,7,1.983,,1.373,-0.032,-0.029,-1.428,,,,2.801,,,3.570,9.890,-2.162,0
1960,8,1.983,,1.379,-0.004,-0.020,-1.419,,,,2.798,,,3.670,9.880,-2.040,0
1960,9,1.861,,1.373,-0.050,-0.056,-1.486,,,,2.859,,,3.550,9.710,-1.918,0
1960,10,2.044,,1.389,-0.016,-0.029,-1.446,,,,2.835,,,3.620,9.800,-1.918,0
1960,11,1.922,,1.349,-0.056,-0.059,-1.470,,,,2.819,,,3.630,9.820,-2.010,0
1960,12,2.288,,1.300,-0.108,-0.114,-1.528,,,,2.829,,,3.650,9.810,-2.193,0
1961,1,2.379,,1.337,-0.077,-0.068,-1.476,,,,2.813,,,3.560,9.780,-2.376,0
1961,2,2.197,,1.395,-0.031,-0.038,-1.470,,,,2.865,,,,,-2.040,5
1961,3,2.105,,1.431,0.029,0.024,-1.385,,,,2.816,,,,,-1.949,5
1961,4,2.288,,1.480,0.102,0.096,-1.287,,,,2.768,,,,,-1.644,5
1961,5,,,1.401,-0.001,-0.007,-1.416,,,,2.816,,,,,,5
1961,6,,,1.364,-0.062,-0.068,-1.501,,,,2.865,,,,,,5
1961,7,2.074,,1.416,-0.041,-0.041,-1.498,,,,2.914,,,3.540,9.670,-2.071,0
1961,8,1.953,,1.346,-0.068,-0.080,-1.507,,,,2.853,,,3.540,9.710,-2.132,0
1961,9,2.013,,1.361,-0.041,-0.050,-1.464,,,,2.825,,,3.610,9.710,-1.979,0
1961,10,2.135,,1.386,0.008,-0.001,-1.385,,,,2.771,,,3.670,9.720,-1.888,0
1961,11,1.983,,1.395,0.017,0.011,-1.370,,,,2.765,,,3.670,9.840,-1.766,0
1961,12,1.953,,1.331,-0.026,-0.026,-1.382,,,,2.713,,,3.640,9.760,-1.918,0
1962,1,2.135,,1.187,-0.148,-0.172,-1.534,,,,2.722,,,3.640,9.800,-2.132,0
1962,2,2.044,,1.303,-0.099,-0.099,-1.501,,,,2.804,,,3.580,9.760,-2.162,0
1962,3,2.196,,1.401,-0.004,-0.016,-1.434,,,,2.835,,,3.520,9.660,-2.071,0
1962,4,1.800,,1.346,-0.074,-0.080,-1.504,,,,2.850,,,3.610,9.690,-2.162,0
1962,5,1.983,,1.389,-0.044,-0.050,-1.489,,,,2.877,,,3.660,9.670,-1.979,0
1962,6,1.861,,1.358,-0.050,-0.047,-1.452,,,,2.810,,,3.820,9.960,-1.979,0
1962,7,1.739,,1.373,0.017,-0.001,-1.376,,,,2.749,,,3.890,10.010,-1.797,0
1962,8,1.953,,1.337,-0.056,-0.050,-1.437,,,,2.774,,,3.560,9.730,-1.979,0
1962,9,1.922,,1.331,-0.065,-0.062,-1.455,,,,2.786,,,3.880,9.830,-2.071,0
1962,10,1.983,,1.395,0.011,0.005,-1.388,,,,2.783,,,3.700,9.760,-2.162,0
1962,11,2.135,,1.389,-0.020,-0.023,-1.434,,,,2.822,,,3.610,9.750,-1.979,0
1962,12,2.105,,1.395,-0.029,-0.020,-1.431,,,,2.825,,,3.620,9.780,-2.101,0
1963,1,2.196,,1.294,-0.105,-0.126,-1.547,,,,2.841,,,3.540,9.680,-2.254,0
1963,2,1.800,,1.221,-0.181,-0.193,-1.604,,,,2.825,,,3.600,9.820,-2.223,0
1963,3,1.922,,1.343,-0.077,-0.077,-1.501,,,,2.844,,,3.540,9.630,-2.101,0
1963,4,2.166,,1.370,-0.050,-0.047,-1.461,,,,2.832,,,3.570,9.620,-2.132,0
1963,5,1.861,,1.303,-0.090,-0.108,-1.516,,,,2.819,,,3.700,9.690,-2.254,0
1963,6,1.983,,1.340,-0.050,-0.065,-1.467,,,,2.807,,,3.700,9.760,-2.101,0
1963,7,1.953,,1.322,-0.041,-0.047,-1.412,,,,2.734,,,3.570,9.760,-1.827,0
1963,8,1.678,,1.285,-0.065,-0.074,-1.434,,,,2.719,,,3.610,9.780,-1.888,0
1963,9,1.800,,1.279,-0.087,-0.093,-1.464,,,,2.743,,,3.670,9.810,-1.888,0
1963,10,1.831,,1.300,-0.087,-0.096,-1.489,,,,2.789,,,3.660,9.780,-2.040,0
1963,11,2.349,,1.444,0.038,0.014,-1.416,,,,2.859,,,3.640,9.760,-2.162,0
1963,12,2.135,,1.319,-0.102,-0.108,-1.534,,,,2.853,,,3.540,9.720,-2.467,0
1964,1,1.922,,1.346,-0.062,-0.074,-1.498,,,,2.844,,,3.540,9.730,-2.071,0
1964,2,1.922,,1.273,-0.117,-0.126,-1.525,,,,2.798,,,3.500,9.740,-2.010,0
1964,3,1.770,,1.279,-0.102,-0.117,-1.513,,,,2.792,,,3.520,9.770,-2.040,0
1964,4,1.770,,1.206,-0.172,-0.184,-1.574,,,,2.780,,,3.600,9.820,-2.223,0
1964,5,1.983,,1.273,-0.080,-0.090,-1.452,,,,2.725,,,3.620,9.770,-2.132,0
1964,6,2.044,,1.315,-0.062,-0.074,-1.467,,,,2.783,,,3.670,9.850,-2.162,0
1964,7,1.983,,1.306,-0.071,-0.080,-1.470,,,,2.777,,,3.650,9.840,-2.040,0
1964,8,1.922,,1.340,-0.056,-0.062,-1.467,,,,2.807,,,3.590,9.780,-1.979,0
1964,9,1.922,,1.349,-0.053,-0.074,-1.498,,,,2.847,,,3.600,9.800,-1.857,0
1964,10,1.800,,1.352,-0.053,-0.056,-1.464,,,,2.816,,,3.580,9.790,-1.918,0
1964,11,2.135,,1.337,-0.016,-0.038,-1.412,,,,2.749,,,3.630,9.860,-2.101,0
1964,12,2.074,,1.285,-0.080,-0.102,-1.489,,,,2.774,,,3.630,9.880,-2.315,0
1965,1,2.074,,1.248,-0.084,-0.096,-1.443,,,,2.691,,,3.690,9.810,-2.315,0
1965,2,1.861,,1.258,-0.080,-0.102,-1.461,,,,2.719,,,3.610,9.810,-2.223,0
1965,3,1.739,,1.230,-0.102,-0.126,-1.483,,,,2.713,,,3.710,9.860,-1.979,0
1965,4,1.739,,1.282,-0.065,-0.077,-1.437,,,,2.719,,,3.660,9.780,-1.827,0
1965,5,1.892,,1.306,-0.059,-0.068,-1.443,,,,2.749,,,3.660,9.840,-1.949,0
1965,6,1.983,,1.325,-0.038,-0.062,-1.446,,,,2.771,,,3.780,9.990,-2.010,0
1965,7,2.074,,1.343,-0.071,-0.068,-1.480,,,,2.822,,,3.490,9.590,-2.132,0
1965,8,1.983,,1.300,-0.099,-0.105,-1.510,,,,2.810,,,3.600,9.710,-2.040,0
1965,9,1.922,,1.279,-0.071,-0.090,-1.455,,,,2.734,,,3.720,9.890,-1.918,0
1965,10,1.922,,1.285,-0.038,-0.053,-1.388,,,,2.673,,,3.730,9.900,-1.827,0
1965,11,1.892,,1.300,-0.026,-0.035,-1.373,,,,2.673,,,3.720,9.850,-1.827,0
1965,12,1.770,,1.227,-0.084,-0.090,-1.409,,,,2.637,,,3.710,9.860,-2.010,0
1966,1,2.135,,1.337,0.005,0.002,-1.333,,,,2.670,,,3.780,9.810,-1.949,0
1966,2,2.074,,1.334,-0.071,-0.065,-1.464,,,,2.798,,,3.710,9.730,-2.193,0
1966,3,2.166,,1.325,-0.044,-0.041,-1.409,,,,2.734,,,3.790,9.820,-2.132,0
1966,4,1.922,,1.288,-0.074,-0.084,-1.455,,,,2.743,,,3.850,9.820,-2.071,0
1966,5,1.861,,1.331,-0.041,-0.053,-1.437,,,,2.768,,,3.680,9.750,-2.071,0
1966,6,1.770,,1.337,-0.044,-0.044,-1.425,,,,2.761,,,3.640,9.820,-1.888,0
1966,7,1.983,,1.349,-0.013,-0.016,-1.382,,,,2.731,,,3.620,9.810,-1.918,0
1966,8,1.983,,1.319,-0.032,-0.041,-1.397,,,,2.716,,,3.650,9.850,-2.010,0
1966,9,1.983,,1.340,-0.026,-0.029,-1.397,,,,2.737,,,3.720,9.760,-2.040,0
1966,10,1.800,,1.215,-0.114,-0.126,-1.467,,,,2.682,,,3.700,9.740,-2.193,0
1966,11,1.831,,1.270,-0.074,-0.084,-1.434,,,,2.704,,,3.540,9.570,-2.132,0
1966,12,2.135,,1.230,-0.105,-0.117,-1.461,,,,2.691,,,3.530,9.710,-2.162,0
1967,1,2.166,,1.291,-0.084,-0.093,-1.473,,,,2.765,,,3.510,9.690,-1.888,0
1967,2,1.831,,1.242,-0.099,-0.114,-1.470,,,,2.713,,,3.570,9.730,-2.284,0
1967,3,1.953,,1.276,-0.105,-0.108,-1.492,,,,2.768,,,3.570,9.720,-2.132,0
1967,4,2.044,,1.322,-0.007,-0.026,-1.373,,,,2.694,,,3.670,9.760,-2.162,0
1967,5,2.227,,1.367,0.017,-0.013,-1.394,,,,2.761,,,3.600,9.740,-2.132,0
1967,6,2.074,,1.319,-0.029,-0.038,-1.397,,,,2.716,,,3.820,9.890,-1.857,0
1967,7,1.678,,1.306,-0.020,-0.038,-1.382,,,,2.688,,,3.820,9.910,-1.827,0
1967,8,1.770,,1.261,-0.053,-0.062,-1.388,,,,2.649,,,3.780,9.920,-1.827,0
1967,9,1.739,,1.282,-0.065,-0.065,-1.412,,,,2.694,,,3.690,9.760,-2.040,0
1967,10,1.953,,1.279,-0.080,-0.084,-1.446,,,,2.725,,,3.750,9.740,-2.010,0
1967,11,2.105,,1.261,-0.102,-0.114,-1.489,,,,2.749,,,3.560,9.750,-2.162,0
1967,12,2.105,,1.322,-0.062,-0.065,-1.455,,,,2.777,,,3.550,9.730,-2.101,0
1968,1,1.770,,1.197,-0.154,-0.157,-1.510,,,,2.707,,,3.640,9.800,-2.223,0
1968,2,1.709,,1.245,-0.093,-0.099,-1.446,,,,2.691,,,3.610,9.760,-1.949,0
1968,3,1.861,,1.288,-0.071,-0.080,-1.449,,,,2.737,,,3.610,9.780,-2.162,0
1968,4,1.983,,1.258,-0.068,-0.080,-1.416,,,,2.673,,,3.620,9.730,-2.162,0
1968,5,2.044,,1.358,0.017,0.017,-1.327,,,,2.685,,,3.600,9.750,-2.193,0
1968,6,2.105,,1.398,0.048,0.041,-1.315,,,,2.713,,,3.670,9.820,-2.010,0
1968,7,1.922,,1.331,-0.026,-0.035,-1.403,,,,2.734,,,3.610,9.760,-2.010,0
1968,8,1.983,,1.462,0.112,0.099,-1.263,,,,2.725,,,3.590,9.750,-1.736,0
1968,9,1.892,,1.352,0.008,-0.004,-1.361,,,,2.713,,,3.540,9.710,-1.766,0
1968,10,2.044,,1.300,-0.029,-0.038,-1.376,,,,2.676,,,3.560,9.720,-2.010,0
1968,11,2.166,,1.370,0.023,0.011,-1.345,,,,2.716,,,3.570,9.730,-2.284,0
1968,12,2.288,,1.294,-0.044,-0.050,-1.397,,,,2.691,,,3.570,9.750,-2.101,0
1969,1,2.013,,1.255,-0.080,-0.087,-1.428,,,,2.682,,,3.600,9.760,-2.162,0
1969,2,1.922,,1.383,0.035,0.026,-1.333,,,,2.716,,,3.530,9.660,-2.071,0
1969,3,1.800,,1.379,0.026,0.017,-1.348,,,,2.728,,,3.570,9.760,-1.888,0
1969,4,1.861,,1.383,0.017,0.008,-1.370,,,,2.752,,,3.600,9.780,-1.888,0
1969,5,2.074,,1.416,0.032,0.032,-1.355,,,,2.771,,,3.620,9.770,-1.857,0
1969,6,2.105,,1.428,0.044,0.038,-1.355,,,,2.783,,,3.540,9.710,-1.979,0
1969,7,2.105,,1.401,0.014,0.005,-1.391,,,,2.792,,,3.540,9.740,-2.040,0
1969,8,1.953,,1.419,0.032,0.026,-1.367,,,,2.786,,,3.620,9.770,-1.918,0
1969,9,1.922,,1.355,0.011,0.005,-1.348,,,,2.704,,,3.590,9.760,-1.675,0
1969,10,1.922,,1.346,0.038,0.032,-1.281,,,,2.627,,,3.550,9.710,-1.918,0
1969,11,2.196,,1.370,0.057,0.048,-1.275,,,,2.646,,,3.510,9.670,-1.827,0
1969,12,2.257,,1.383,0.072,0.066,-1.248,,,,2.630,,,3.560,9.720,-2.010,0
1970,1,2.185,,1.355,0.017,0.014,-1.327,,,,2.682,,,3.530,9.700,-1.955,0
1970,2,2.182,,1.346,-0.026,-0.035,-1.416,,,,2.761,,,3.570,9.710,-2.165,0
1970,3,2.108,,1.334,-0.016,-0.029,-1.391,,,,2.725,,,3.480,9.670,-2.037,0
1970,4,1.889,,1.389,0.020,0.008,-1.373,,,,2.761,,,3.510,9.680,-2.004,0
1970,5,1.880,,1.364,-0.004,-0.016,-1.400,,,,2.765,,,3.570,9.700,-1.845,0
1970,6,1.971,,1.413,0.051,0.041,-1.330,,,,2.743,,,3.590,9.750,-1.873,0
1970,7,,,1.373,0.032,0.023,-1.327,,,,2.701,,,,,,5
1970,8,,,1.419,0.072,0.060,-1.300,,,,2.719,,,,,,5
1970,9,,,1.398,0.057,0.044,-1.306,,,,2.704,,,,,,5
1970,10,,,1.383,0.051,0.038,-1.306,,,,2.688,,,,,,5
1970,11,2.117,,1.447,0.118,0.108,-1.233,,,,2.679,,,3.530,9.710,-1.775,0
1970,12,2.014,,1.471,0.130,0.124,-1.220,,,,2.691,,,3.460,9.620,-1.800,0
1971,1,2.105,,1.392,0.029,0.020,-1.355,,,,2.746,,,3.430,9.590,-2.065,0
1971,2,2.135,,1.361,-0.001,-0.013,-1.385,,,,2.746,,,3.490,9.630,-1.925,0
1971,3,2.224,,1.437,0.048,0.035,-1.367,,,,2.804,,,3.490,9.660,-2.022,0
1971,4,2.190,,1.422,0.066,0.054,-1.318,,,,2.740,,,3.590,9.860,-1.915,0
1971,5,1.965,,1.407,0.078,0.063,-1.284,,,,2.691,,,3.640,9.910,-1.805,0
1971,6,,,1.383,0.054,0.041,-1.300,,,,2.682,,,,,,5
1971,7,,,1.337,0.011,0.002,-1.333,,,,2.670,,,,,,5
1971,8,,,1.312,0.005,-0.007,-1.327,,,,2.640,,,,,,5
1971,9,1.879,,1.343,0.020,-0.010,-1.364,,,,2.707,,,3.690,9.960,-1.973,0
1971,10,2.190,,1.416,0.051,0.032,-1.348,,,,2.765,,,3.630,9.840,-1.952,0
1971,11,2.212,,1.428,0.066,0.060,-1.306,,,,2.734,,,3.590,9.780,-1.982,0
1971,12,1.949,,1.306,-0.056,-0.059,-1.428,,,,2.734,,,3.540,9.720,-2.080,0
1972,1,1.858,,1.295,-0.065,-0.071,-1.436,,,,2.731,,,3.510,9.680,-2.055,0
1972,2,2.471,,1.331,-0.022,-0.032,-1.396,,,,2.728,,,3.540,9.670,-1.963,0
1972,3,2.254,,1.399,0.021,0.014,-1.372,,,,2.771,,,3.540,9.740,-1.894,0
1972,4,2.267,,1.399,0.039,0.026,-1.345,,,,2.743,,,3.630,9.780,-2.055,0
1972,5,2.093,,1.386,0.051,0.039,-1.308,,,,2.694,,,3.620,9.760,-2.040,0
1972,6,2.065,,1.431,0.075,0.066,-1.300,,,,2.731,,,3.620,9.880,-1.915,0
1972,7,1.913,,1.413,0.035,0.026,-1.361,,,,2.774,,,3.630,10.420,,0
1972,8,1.885,,1.373,-0.001,-0.007,-1.388,,,,2.761,,,3.750,9.800,-1.793,0
1972,9,1.809,,1.401,0.038,0.032,-1.336,,,,2.737,,,3.630,9.860,-1.955,0
1972,10,1.959,,1.361,-0.010,-0.020,-1.397,,,,2.758,,,3.530,9.710,-2.150,0
1972,11,2.343,,1.422,0.048,0.035,-1.348,,,,2.771,,,3.540,9.610,-2.232,0
1972,12,2.227,,1.349,-0.004,-0.010,-1.373,,,,2.722,,,3.540,9.730,-2.034,0
1973,1,1.983,,1.239,-0.090,-0.105,-1.449,,,,2.688,,,3.540,9.730,-2.028,0
1973,2,1.922,,1.255,-0.114,-0.126,-1.507,,,,2.761,,,3.470,9.680,-1.985,0
1973,3,1.931,,1.297,-0.038,-0.068,-1.437,,,,2.734,,,3.630,9.900,-1.976,0
1973,4,2.337,,1.367,0.002,-0.038,-1.443,,,,2.810,,,3.700,9.970,-2.013,0
1973,5,2.068,,1.361,-0.001,-0.041,-1.443,,,,2.804,,,3.820,10.040,-2.043,0
1973,6,2.035,,1.328,-0.013,-0.074,-1.480,,,,2.807,,,3.880,10.310,-2.117,0
1973,7,2.007,,1.386,0.008,-0.050,-1.489,,,,2.874,,,3.670,9.920,-2.129,0
1973,8,1.876,,1.398,0.002,-0.023,-1.440,,,,2.838,,,3.780,9.910,-1.903,0
1973,9,1.815,,1.377,-0.004,-0.010,-1.394,,,,2.771,,,3.570,9.730,-1.873,0
1973,10,1.843,,1.334,-0.010,-0.013,-1.364,,,,2.697,,,3.500,9.670,-1.830,0
1973,11,1.840,,1.273,-0.093,-0.099,-1.470,,,,2.743,,,3.560,9.750,-2.101,0
1973,12,2.120,,1.279,-0.087,-0.096,-1.473,,,,2.752,,,3.590,9.750,-2.120,0
1974,1,2.081,,1.303,-0.080,-0.090,-1.483,,,,2.786,,,3.560,9.690,-2.315,0
1974,2,2.199,,1.306,-0.059,-0.077,-1.464,,,,2.771,,,3.830,10.040,-2.034,0
1974,3,1.904,,1.236,-0.166,-0.129,-1.495,,,,2.731,,,3.960,9.870,-2.220,0
1974,4,1.892,,1.294,-0.020,-0.062,-1.419,,,,2.713,,,3.980,10.250,-1.921,0
1974,5,2.044,,1.373,-0.026,-0.041,-1.455,,,,2.829,,,3.660,9.840,-1.888,0
1974,6,2.129,,1.379,-0.038,-0.041,-1.461,,,,2.841,,,3.540,9.710,-1.961,0
1974,7,2.038,,1.395,0.005,-0.004,-1.400,,,,2.795,,,3.630,9.790,-2.071,0
1974,8,2.023,,1.306,-0.071,-0.074,-1.458,,,,2.765,,,3.680,9.800,-2.034,0
1974,9,1.992,,1.389,-0.001,-0.010,-1.409,,,,2.798,,,3.610,9.760,-1.967,0
1974,10,1.867,,1.255,-0.111,-0.117,-1.492,,,,2.746,,,3.510,9.670,-2.126,0
1974,11,2.108,,1.370,-0.020,-0.023,-1.419,,,,2.789,,,3.490,9.640,-1.909,0
1974,12,2.242,,1.389,-0.038,-0.044,-1.476,,,,2.865,,,3.450,9.570,-2.101,0
1975,1,2.087,,1.340,-0.084,-0.090,-1.522,,,,2.862,,,3.440,9.610,-2.199,0
1975,2,2.132,,1.319,-0.071,-0.080,-1.483,,,,2.801,,,3.540,9.720,-2.278,0
1975,3,2.023,,1.386,-0.041,-0.050,-1.489,,,,2.874,,,3.550,9.730,-2.217,0
1975,4,1.983,,1.389,-0.016,-0.035,-1.458,,,,2.847,,,3.630,9.740,-2.150,0
1975,5,1.882,,1.361,-0.026,-0.035,-1.431,,,,2.792,,,3.730,9.870,-1.931,0
1975,6,1.803,,1.389,0.008,-0.001,-1.391,,,,2.780,,,3.650,9.800,-1.845,0
1975,7,1.934,,1.367,-0.004,-0.016,-1.400,,,,2.768,,,3.590,9.740,-1.921,0
1975,8,1.989,,1.376,0.011,-0.010,-1.400,,,,2.777,,,3.610,9.810,-2.016,0
1975,9,1.898,,1.343,-0.029,-0.059,-1.458,,,,2.801,,,3.540,9.790,-2.074,0
1975,10,2.035,,1.462,0.075,0.044,-1.376,,,,2.838,,,3.490,9.720,-2.089,0
1975,11,2.108,,1.489,0.081,0.072,-1.348,,,,2.838,,,3.490,9.670,-2.022,0
1975,12,2.053,,1.431,0.020,0.014,-1.403,,,,2.835,,,3.510,9.720,-2.016,0
1976,1,1.974,,1.401,-0.001,-0.007,-1.416,,,,2.816,,,3.540,9.710,-2.056,0
1976,2,2.175,,1.407,-0.026,-0.038,-1.483,,,,2.890,,,3.440,9.600,-2.147,0
1976,3,2.538,,1.398,-0.020,-0.029,-1.458,,,,2.856,,,3.480,9.660,-2.257,0
1976,4,2.062,,1.477,0.057,0.051,-1.376,,,,2.853,,,3.510,9.670,-2.178,0
1976,5,1.986,,1.434,0.020,0.011,-1.412,,,,2.847,,,3.540,9.700,-2.190,0
1976,6,2.141,,1.437,0.020,0.014,-1.409,,,,2.847,,,3.580,9.750,-1.967,0
1976,7,2.126,,1.523,0.093,0.075,-1.376,,,,2.899,,,3.550,9.720,-1.797,0
1976,8,1.968,,1.504,0.057,0.041,-1.419,,,,2.923,,,3.540,9.700,-1.760,0
1976,9,2.063,1.596,1.492,0.078,0.063,-1.367,-1.425,0.084,3.021,2.859,0.104,0.058,3.490,9.680,-1.949,0
1976,10,2.074,1.538,1.440,0.032,0.023,-1.391,-1.498,0.020,3.036,2.832,0.098,0.107,3.520,9.700,-2.202,0
1976,11,,,1.416,0.032,0.023,-1.370,,,,2.786,,,,,,5
1976,12,2.321,,1.358,-0.031,-0.041,-1.443,,,,2.801,,,,,-2.178,5
1977,1,2.230,1.550,1.395,-0.007,-0.023,-1.440,-1.556,-0.004,3.106,2.835,0.155,0.116,3.570,9.770,-2.037,0
1977,2,1.880,1.547,1.410,-0.035,-0.044,-1.498,-1.559,-0.004,3.106,2.908,0.137,0.061,3.530,9.710,-1.881,0
1977,3,2.105,,1.459,0.044,0.035,-1.385,,,,2.849,,,,,-1.970,5
1977,4,2.377,1.532,1.437,-0.010,-0.010,-1.458,-1.553,-0.010,3.085,2.896,0.094,0.094,3.660,9.770,-2.113,0
1977,5,2.200,1.654,1.523,0.078,0.066,-1.391,-1.495,0.081,3.149,2.914,0.131,0.104,3.700,9.860,-2.067,0
1977,6,2.179,1.700,1.556,0.118,0.099,-1.358,-1.470,0.115,3.170,2.914,0.143,0.113,3.620,9.790,-2.043,0
1977,7,2.191,1.629,1.492,0.048,0.035,-1.422,-1.519,0.057,3.149,2.914,0.137,0.098,3.750,9.900,-2.009,0
1977,8,1.928,1.596,1.477,0.087,0.041,-1.394,-1.458,0.068,3.054,2.871,0.119,0.064,3.700,9.920,-1.867,0
1977,9,1.932,1.587,1.498,0.099,0.087,-1.324,-1.388,0.099,2.975,2.822,0.088,0.064,3.630,9.750,-1.811,0
