Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1933,7,2.074,,1.282,-0.056,-0.077,-1.434,,,,2.716,,,3.630,9.800,-2.010,0
1933,8,1.922,,1.279,-0.084,-0.093,-1.464,,,,2.743,,,3.500,9.650,-2.040,0
1933,9,1.831,,1.309,-0.062,-0.065,-1.440,,,,2.749,,,3.540,9.720,-1.918,0
1933,10,1.739,,1.230,-0.120,-0.126,-1.486,,,,2.716,,,3.540,9.860,-2.101,0
1933,11,1.983,,1.200,-0.117,-0.120,-1.440,,,,2.640,,,3.640,9.840,-2.101,0
1933,12,1.892,,1.145,-0.166,-0.160,-1.464,,,,2.609,,,3.660,9.900,-2.315,0
1934,1,1.983,,1.148,-0.166,-0.169,-1.486,,,,2.633,,,3.530,9.710,-2.223,0
1934,2,,,1.099,-0.224,-0.230,-1.556,,,,2.655,,,3.560,9.730,,0
1934,3,,,1.120,-0.242,-0.248,-1.617,,,,2.737,,,3.590,9.760,,0
1934,4,1.953,,1.239,-0.120,-0.117,-1.473,,,,2.713,,,3.520,9.840,-2.162,0
1934,5,1.892,,1.203,-0.154,-0.157,-1.513,,,,2.716,,,3.400,9.650,-2.193,0
1934,6,1.922,,1.291,-0.071,-0.071,-1.431,,,,2.722,,,3.510,9.730,-2.071,0
1934,7,1.892,,1.300,-0.077,-0.084,-1.467,,,,2.768,,,3.570,9.770,-2.101,0
1934,8,1.861,,1.224,-0.120,-0.120,-1.467,,,,2.691,,,3.600,9.820,-2.071,0
1934,9,1.709,,1.197,-0.111,-0.120,-1.437,,,,2.633,,,3.560,9.790,-1.949,0
1934,10,1.892,,1.212,-0.080,-0.084,-1.379,,,,2.591,,,3.660,9.840,-1.827,0
1934,11,1.678,,1.136,-0.166,-0.175,-1.483,,,,2.618,,,3.660,9.770,-1.949,0
1934,12,1.953,,1.151,-0.148,-0.148,-1.446,,,,2.597,,,3.720,9.950,-2.010,0
1935,1,1.739,,1.187,-0.129,-0.132,-1.449,,,,2.637,,,3.560,9.740,-2.223,7
1935,2,,,1.133,-0.199,-0.205,-1.547,,,,2.679,,,3.520,9.700,,7
1935,3,,,1.197,-0.154,-0.160,-1.516,,,,2.713,,,3.530,9.700,,7
1935,4,1.770,,1.315,-0.056,-0.065,-1.446,,,,2.761,,,3.570,9.730,-2.254,0
1935,5,1.678,,1.267,-0.099,-0.102,-1.470,,,,2.737,,,3.480,9.700,-2.040,0
1935,6,1.800,,1.306,-0.035,-0.041,-1.388,,,,2.694,,,3.560,9.720,-1.827,0
1935,7,1.770,,1.236,-0.105,-0.114,-1.464,,,,2.701,,,3.590,9.720,-2.071,0
1935,8,1.831,,1.248,-0.099,-0.099,-1.446,,,,2.694,,,3.640,9.800,-2.132,0
1935,9,1.892,,1.227,-0.114,-0.120,-1.470,,,,2.697,,,3.660,9.790,-2.132,0
1935,10,1.831,,1.194,-0.138,-0.145,-1.480,,,,2.673,,,3.610,9.730,-2.162,0
1935,11,1.831,,1.273,-0.053,-0.059,-1.394,,,,2.667,,,3.530,9.780,-1.979,0
1935,12,1.983,,1.282,-0.071,-0.077,-1.434,,,,2.716,,,3.570,9.770,-2.071,0
1936,1,1.831,,1.245,-0.102,-0.108,-1.461,,,,2.707,,,3.550,9.790,-2.132,0
1936,2,1.861,,1.218,-0.132,-0.138,-1.498,,,,2.716,,,3.540,9.690,-1.888,0
1936,3,1.922,,1.245,-0.099,-0.105,-1.458,,,,2.704,,,3.630,9.740,-2.162,0
1936,4,1.892,,1.233,-0.111,-0.126,-1.483,,,,2.716,,,3.590,9.750,-2.467,0
1936,5,1.831,,1.236,-0.120,-0.120,-1.480,,,,2.716,,,3.480,9.610,-2.254,0
1936,6,1.800,,1.267,-0.087,-0.090,-1.449,,,,2.716,,,3.490,9.640,-1.979,0
1936,7,1.739,,1.300,-0.044,-0.047,-1.394,,,,2.694,,,3.640,9.770,-1.797,0
1936,8,1.770,,1.258,-0.102,-0.108,-1.470,,,,2.728,,,3.740,9.700,-1.949,0
1936,9,1.770,,1.288,-0.105,-0.114,-1.513,,,,2.801,,,3.560,9.640,-1.949,0
1936,10,2.135,,1.319,-0.090,-0.096,-1.513,,,,2.832,,,3.640,9.820,-2.193,0
1936,11,1.922,,1.209,-0.148,-0.154,-1.516,,,,2.725,,,3.720,9.970,-2.254,0
1936,12,1.861,,1.169,-0.190,-0.190,-1.550,,,,2.719,,,3.800,10.020,-2.284,0
1937,1,1.709,,1.148,-0.187,-0.193,-1.537,,,,2.685,,,3.630,9.720,-1.979,0
1937,2,1.831,,1.303,-0.047,-0.059,-1.422,,,,2.725,,,3.610,9.740,-1.918,0
1937,3,1.922,,1.200,-0.157,-0.163,-1.522,,,,2.722,,,3.580,9.720,-2.101,0
1937,4,1.892,,1.251,-0.111,-0.114,-1.480,,,,2.731,,,3.540,9.670,-2.193,0
1937,5,1.983,,1.294,-0.056,-0.068,-1.431,,,,2.725,,,3.590,9.760,-2.132,0
1937,6,1.922,,1.306,-0.062,-0.068,-1.443,,,,2.749,,,3.600,9.750,-2.132,0
1937,7,1.922,,1.319,-0.062,-0.074,-1.467,,,,2.786,,,3.630,9.750,-2.010,0
1937,8,1.770,,1.267,-0.108,-0.120,-1.507,,,,2.774,,,3.680,9.860,-1.949,0
1937,9,1.587,,1.264,-0.114,-0.123,-1.510,,,,2.774,,,3.630,9.850,-2.040,0
1937,10,1.983,,1.261,-0.117,-0.123,-1.507,,,,2.768,,,3.640,9.870,-2.040,0
1937,11,2.135,,1.255,-0.105,-0.108,-1.470,,,,2.725,,,3.620,9.750,-2.101,0
1937,12,2.044,,1.212,-0.141,-0.145,-1.504,,,,2.716,,,3.600,9.770,-2.193,0
1938,1,2.044,,1.236,-0.105,-0.111,-1.461,,,,2.697,,,3.610,9.770,-2.101,0
1938,2,1.861,,1.236,-0.129,-0.135,-1.507,,,,2.743,,,3.500,9.690,-2.010,0
1938,3,1.861,,1.297,-0.084,-0.087,-1.467,,,,2.765,,,3.510,9.740,-2.071,0
1938,4,1.800,,1.267,-0.111,-0.117,-1.501,,,,2.768,,,3.550,9.650,-1.857,0
1938,5,1.831,,1.337,-0.056,-0.068,-1.473,,,,2.810,,,3.500,9.680,-2.162,0
1938,6,1.953,,1.319,-0.080,-0.087,-1.492,,,,2.810,,,3.560,9.690,-2.132,0
1938,7,1.953,,1.331,-0.090,-0.096,-1.522,,,,2.853,,,3.550,9.720,-2.101,0
1938,8,1.922,,1.322,-0.062,-0.068,-1.458,,,,2.780,,,3.550,9.730,-1.918,0
1938,9,2.013,,1.273,-0.102,-0.108,-1.489,,,,2.761,,,3.590,9.790,-1.979,0
1938,10,1.770,,1.285,-0.062,-0.065,-1.416,,,,2.701,,,3.580,9.750,-1.918,0
1938,11,1.709,,1.242,-0.105,-0.111,-1.467,,,,2.710,,,3.510,9.730,-2.101,0
1938,12,1.983,,1.212,-0.138,-0.148,-1.504,,,,2.716,,,3.540,9.740,-2.223,0
1939,1,1.922,,1.181,-0.172,-0.181,-1.544,,,,2.725,,,3.500,9.730,-2.193,0
1939,2,1.983,,1.215,-0.190,-0.187,-1.589,,,,2.804,,,3.500,9.710,-2.284,0
1939,3,1.953,,1.224,-0.166,-0.181,-1.586,,,,2.810,,,3.510,9.650,-2.437,0
1939,4,2.074,,1.300,-0.117,-0.123,-1.544,,,,2.844,,,3.540,9.670,-2.040,0
1939,5,1.800,,1.303,-0.102,-0.105,-1.516,,,,2.819,,,3.520,9.710,-1.949,0
1939,6,1.770,,1.309,-0.084,-0.087,-1.483,,,,2.792,,,3.560,9.700,-2.010,0
1939,7,1.953,,1.303,-0.087,-0.087,-1.476,,,,2.780,,,3.600,9.810,-2.040,0
1939,8,1.953,,1.300,-0.084,-0.087,-1.470,,,,2.771,,,3.680,9.780,-2.040,0
1939,9,1.770,,1.294,-0.087,-0.087,-1.464,,,,2.758,,,3.700,9.800,-2.132,0
1939,10,1.922,,1.282,-0.090,-0.093,-1.470,,,,2.752,,,3.550,9.660,-2.040,0
1939,11,1.648,,1.224,-0.154,-0.154,-1.528,,,,2.752,,,3.460,9.700,-2.223,0
1939,12,1.892,,1.315,-0.102,-0.105,-1.528,,,,2.844,,,3.450,9.590,-2.101,0
1940,1,1.892,,1.267,-0.135,-0.148,-1.562,,,,2.829,,,3.440,9.620,-2.162,0
1940,2,1.983,,1.370,-0.044,-0.050,-1.470,,,,2.841,,,3.400,9.630,-2.193,0
1940,3,1.831,,1.288,-0.105,-0.114,-1.516,,,,2.804,,,3.400,9.650,-2.437,0
1940,4,2.379,,1.325,-0.077,-0.090,-1.504,,,,2.829,,,3.540,9.620,-1.979,0
1940,5,1.922,,1.370,-0.010,-0.016,-1.406,,,,2.777,,,3.580,9.700,-1.979,0
1940,6,1.892,,1.364,-0.023,-0.023,-1.412,,,,2.777,,,3.570,9.730,-1.857,0
1940,7,1.709,,1.294,-0.077,-0.084,-1.458,,,,2.752,,,3.640,9.720,-1.949,0
1940,8,1.800,,1.276,-0.111,-0.120,-1.516,,,,2.792,,,3.580,9.680,-1.979,0
1940,9,1.861,,1.340,-0.093,-0.090,-1.519,,,,2.859,,,3.530,9.690,-2.040,0
1940,10,2.105,,1.349,-0.093,-0.093,-1.534,,,,2.883,,,3.560,9.640,-2.132,0
1940,11,1.953,,1.279,-0.114,-0.117,-1.513,,,,2.792,,,3.510,9.710,-2.254,0
1940,12,2.074,,1.279,-0.117,-0.117,-1.513,,,,2.792,,,3.520,9.640,-2.101,0
1941,1,1.800,,1.285,-0.099,-0.102,-1.489,,,,2.774,,,3.500,9.640,-2.071,0
1941,2,1.892,,1.261,-0.117,-0.123,-1.507,,,,2.768,,,3.540,9.690,-2.071,0
1941,3,1.800,,1.242,-0.135,-0.141,-1.522,,,,2.765,,,3.520,9.670,-2.101,0
1941,4,1.861,,1.267,-0.108,-0.114,-1.495,,,,2.761,,,3.510,9.640,-2.254,0
1941,5,2.074,,1.322,-0.056,-0.059,-1.440,,,,2.761,,,3.540,9.670,-2.071,0
1941,6,2.013,,1.343,-0.047,-0.053,-1.449,,,,2.792,,,3.510,9.660,-2.040,0
1941,7,1.922,,1.349,-0.065,-0.068,-1.489,,,,2.838,,,3.610,9.740,-1.949,0
1941,8,1.800,,1.337,-0.065,-0.074,-1.489,,,,2.825,,,3.550,9.710,-1.857,0
1941,9,1.800,,1.303,-0.090,-0.093,-1.492,,,,2.795,,,3.520,9.660,-1.979,0
1941,10,1.983,,1.282,-0.096,-0.105,-1.489,,,,2.771,,,3.580,9.730,-2.101,0
1941,11,1.922,,1.242,-0.126,-0.129,-1.501,,,,2.743,,,3.550,9.650,-2.162,0
1941,12,1.953,,1.224,-0.138,-0.138,-1.501,,,,2.725,,,3.540,9.740,-2.315,0
1942,1,1.800,,1.187,-0.157,-0.163,-1.513,,,,2.701,,,3.540,9.660,-2.284,0
1942,2,1.831,,1.285,-0.071,-0.080,-1.449,,,,2.734,,,3.460,9.590,-2.040,0
1942,3,2.135,,1.322,-0.080,-0.087,-1.495,,,,2.816,,,3.470,9.620,-2.071,0
1942,4,1.831,,1.337,-0.062,-0.068,-1.470,,,,2.807,,,3.480,9.610,-2.040,0
1942,5,1.983,,1.337,-0.080,-0.087,-1.507,,,,2.844,,,3.490,9.630,-2.071,0
1942,6,1.953,,1.389,-0.032,-0.032,-1.449,,,,2.838,,,3.540,9.720,-2.162,0
1942,7,1.922,,1.364,-0.056,-0.059,-1.483,,,,2.847,,,3.560,9.700,-2.071,0
1942,8,1.770,,1.309,-0.090,-0.093,-1.495,,,,2.804,,,3.580,9.730,-2.101,0
1942,9,1.800,,1.325,-0.068,-0.068,-1.464,,,,2.789,,,3.610,9.710,-1.857,0
1942,10,1.648,,1.251,-0.093,-0.099,-1.449,,,,2.701,,,3.610,9.670,-2.010,0
1942,11,1.953,,1.264,-0.093,-0.090,-1.446,,,,2.710,,,3.580,9.740,-2.040,0
1942,12,1.922,,1.233,-0.129,-0.132,-1.498,,,,2.731,,,3.560,9.710,-2.284,0
1943,1,1.831,,1.169,-0.199,-0.205,-1.580,,,,2.749,,,3.520,9.720,-2.467,0
1943,2,2.074,,1.251,-0.160,-0.160,-1.574,,,,2.825,,,3.530,9.690,-2.162,0
1943,3,1.983,,1.209,-0.202,-0.202,-1.614,,,,2.822,,,3.510,9.600,-2.223,0
1943,4,1.770,,1.291,-0.123,-0.126,-1.544,,,,2.835,,,3.510,9.630,-1.979,0
1943,5,1.831,,1.285,-0.120,-0.123,-1.528,,,,2.813,,,3.530,9.720,-2.040,0
1943,6,1.953,,1.334,-0.056,-0.056,-1.446,,,,2.780,,,3.630,9.740,-2.040,0
1943,7,2.044,,1.322,-0.065,-0.065,-1.452,,,,2.774,,,3.580,9.730,-2.040,0
1943,8,2.135,,1.364,-0.032,-0.029,-1.422,,,,2.786,,,3.650,9.750,-1.979,0
1943,9,1.861,,1.319,-0.077,-0.074,-1.470,,,,2.789,,,3.620,9.700,-2.071,0
1943,10,1.831,,1.379,-0.001,-0.007,-1.394,,,,2.774,,,3.600,9.730,-2.010,0
1943,11,1.892,,1.343,-0.032,-0.038,-1.422,,,,2.765,,,3.540,9.710,-1.918,0
1943,12,1.770,,1.215,-0.163,-0.169,-1.553,,,,2.768,,,3.520,9.620,-2.254,0
1944,1,1.861,,1.242,-0.141,-0.148,-1.537,,,,2.780,,,3.550,9.630,-2.254,0
1944,2,2.074,,1.236,-0.154,-0.157,-1.553,,,,2.789,,,3.560,9.610,-2.223,0
1944,3,1.800,,1.203,-0.172,-0.184,-1.571,,,,2.774,,,3.520,9.580,-2.162,0
1944,4,1.953,,1.276,-0.093,-0.102,-1.476,,,,2.752,,,3.550,9.670,-2.071,0
1944,5,1.770,,1.218,-0.114,-0.126,-1.467,,,,2.685,,,3.640,9.700,-1.888,0
1944,6,1.892,,1.322,-0.026,-0.032,-1.385,,,,2.707,,,3.740,9.800,-1.918,0
1944,7,1.831,,1.322,-0.044,-0.047,-1.419,,,,2.740,,,3.670,9.820,-1.918,0
1944,8,1.983,,1.331,-0.059,-0.053,-1.440,,,,2.771,,,3.640,9.800,-1.979,0
1944,9,1.983,,1.343,-0.065,-0.074,-1.492,,,,2.835,,,3.590,9.750,-1.979,0
1944,10,1.892,,1.337,-0.087,-0.093,-1.522,,,,2.859,,,3.580,9.660,-2.162,0
1944,11,2.532,,1.437,0.032,0.032,-1.376,,,,2.813,,,3.680,9.740,-2.315,0
1944,12,1.892,,1.279,-0.120,-0.123,-1.525,,,,2.804,,,3.560,9.700,-2.223,0
1945,1,1.922,,1.261,-0.114,-0.123,-1.504,,,,2.765,,,3.560,9.650,-2.010,0
1945,2,1.922,,1.230,-0.145,-0.148,-1.528,,,,2.758,,,3.620,9.680,-2.071,0
1945,3,1.800,,1.288,-0.087,-0.093,-1.473,,,,2.761,,,3.580,9.750,-2.162,0
1945,4,1.892,,1.270,-0.080,-0.087,-1.440,,,,2.710,,,3.590,9.790,-2.132,0
1945,5,2.044,,1.358,-0.010,-0.007,-1.376,,,,2.734,,,3.650,9.680,-2.132,0
1945,6,1.861,,1.328,-0.041,-0.041,-1.409,,,,2.737,,,3.590,9.770,-1.979,0
1945,7,1.861,,1.328,-0.068,-0.071,-1.470,,,,2.798,,,3.660,9.680,-1.857,0
1945,8,1.831,,1.309,-0.074,-0.080,-1.470,,,,2.780,,,3.660,9.700,-1.888,0
1945,9,1.770,,1.276,-0.087,-0.087,-1.446,,,,2.722,,,3.710,9.720,-2.040,0
1945,10,1.953,,1.297,-0.041,-0.050,-1.397,,,,2.694,,,3.700,9.710,-2.040,0
1945,11,2.532,,1.334,-0.020,-0.013,-1.361,,,,2.694,,,3.740,9.740,-2.162,0
1945,12,2.196,,1.349,-0.010,-0.010,-1.370,,,,2.719,,,3.750,9.760,-2.162,0
1946,1,,,1.239,-0.099,-0.108,-1.455,,,,2.694,,,,,,0
1946,2,,,1.264,-0.090,-0.096,-1.455,,,,2.719,,,,,,0
1946,3,,,1.279,-0.080,-0.087,-1.452,,,,2.731,,,,,,0
1946,4,,,1.358,-0.013,-0.020,-1.397,,,,2.755,,,,,,0
1946,5,2.135,,1.361,-0.047,-0.047,-1.455,,,,2.816,,,3.640,9.600,-2.162,0
1946,6,2.044,,1.358,-0.023,-0.032,-1.425,,,,2.783,,,3.560,9.620,-2.071,0
1946,7,1.892,,1.343,-0.050,-0.053,-1.449,,,,2.792,,,3.610,9.710,-1.979,0
1946,8,1.861,,1.361,-0.010,-0.007,-1.376,,,,2.737,,,3.620,9.720,-1.766,0
1946,9,1.648,,1.291,-0.038,-0.044,-1.379,,,,2.670,,,3.620,9.680,-1.736,0
1946,10,1.892,,1.294,-0.020,-0.023,-1.339,,,,2.633,,,3.670,9.740,-1.918,0
1946,11,2.135,,1.309,-0.010,-0.010,-1.333,,,,2.643,,,3.570,9.720,-1.857,0
1946,12,2.135,,1.251,-0.068,-0.077,-1.406,,,,2.658,,,3.660,9.780,-2.071,0
1947,1,1.922,,1.264,-0.093,-0.096,-1.455,,,,2.719,,,3.580,9.700,-2.193,0
1947,2,2.227,,1.395,0.020,0.017,-1.358,,,,2.752,,,3.630,9.700,-1.918,0
1947,3,2.227,,1.425,0.041,0.035,-1.355,,,,2.780,,,3.390,9.470,-1.888,0
1947,4,1.831,,1.306,-0.059,-0.062,-1.434,,,,2.740,,,3.590,9.690,-1.918,0
1947,5,1.953,,1.346,-0.013,-0.020,-1.388,,,,2.734,,,3.700,9.750,-1.979,0
1947,6,2.105,,1.389,0.029,0.029,-1.333,,,,2.722,,,3.660,9.720,-1.979,0
1947,7,2.105,,1.328,-0.016,-0.020,-1.370,,,,2.697,,,3.610,9.670,-2.010,0
1947,8,2.044,,1.297,-0.041,-0.038,-1.376,,,,2.673,,,3.560,9.640,-1.979,0
1947,9,1.892,,1.288,-0.050,-0.056,-1.400,,,,2.688,,,3.500,9.700,-1.857,0
1947,10,1.953,,1.267,-0.071,-0.068,-1.406,,,,2.673,,,3.580,9.670,-1.827,0
1947,11,2.044,,1.407,0.054,0.051,-1.306,,,,2.713,,,3.520,9.710,-2.040,0
1947,12,2.135,,1.267,-0.093,-0.090,-1.446,,,,2.713,,,3.520,9.660,-2.223,0
1948,1,1.983,,1.297,-0.090,-0.096,-1.486,,,,2.783,,,3.590,9.760,-2.254,0
1948,2,1.922,,1.264,-0.102,-0.114,-1.495,,,,2.758,,,3.560,9.740,-2.223,0
1948,3,1.922,,1.279,-0.065,-0.077,-1.437,,,,2.716,,,3.630,9.820,-2.193,0
1948,4,1.739,,1.236,-0.080,-0.090,-1.419,,,,2.655,,,3.660,9.800,-1.979,0
1948,5,1.922,,1.322,0.014,0.002,-1.315,,,,2.637,,,3.600,9.720,-1.827,0
1948,6,1.953,,1.346,0.017,0.014,-1.318,,,,2.664,,,3.610,9.720,-1.736,0
1948,7,1.953,,1.343,0.020,0.020,-1.306,,,,2.649,,,3.640,9.790,-1.888,0
1948,8,2.044,,1.312,-0.026,-0.029,-1.370,,,,2.682,,,3.620,9.850,-1.949,0
1948,9,1.983,,1.312,-0.047,-0.050,-1.412,,,,2.725,,,3.580,9.690,-2.071,0
1948,10,1.861,,1.352,-0.007,-0.010,-1.376,,,,2.728,,,3.590,9.670,-1.979,0
1948,11,1.892,,1.306,-0.020,-0.029,-1.361,,,,2.667,,,3.540,9.640,-1.979,0
1948,12,2.074,,1.309,0.002,-0.004,-1.318,,,,2.627,,,3.690,9.780,-1.797,0
1949,1,1.922,,1.264,-0.062,-0.059,-1.382,,,,2.646,,,3.620,9.770,-1.949,0
1949,2,2.044,,1.242,-0.065,-0.071,-1.385,,,,2.627,,,3.660,9.820,-2.040,0
1949,3,1.861,,1.206,-0.123,-0.129,-1.464,,,,2.670,,,3.740,9.810,-2.193,0
1949,4,2.044,,1.285,-0.041,-0.047,-1.376,,,,2.661,,,3.570,9.680,-2.040,0
1949,5,1.983,,1.258,-0.050,-0.059,-1.373,,,,2.630,,,3.570,9.660,-2.010,0
1949,6,1.709,,1.239,-0.087,-0.093,-1.425,,,,2.664,,,3.510,9.610,-2.040,0
1949,7,1.739,,1.306,-0.047,-0.053,-1.412,,,,2.719,,,,,-1.827,0
1949,8,1.800,,1.297,-0.041,-0.056,-1.409,,,,2.707,,,3.610,9.700,-1.918,0
1949,9,1.922,,1.264,-0.062,-0.077,-1.416,,,,2.679,,,3.580,9.640,-2.010,0
1949,10,2.074,,1.227,-0.074,-0.084,-1.394,,,,2.621,,,3.650,9.740,-2.101,0
1949,11,1.983,,1.251,-0.053,-0.065,-1.379,,,,2.630,,,3.770,9.850,-2.101,0
1949,12,1.770,,1.084,-0.205,-0.212,-1.504,,,,2.588,,,3.720,9.840,-2.040,0
1950,1,1.861,,1.123,-0.160,-0.166,-1.455,,,,2.579,,,3.740,9.830,-2.223,0
1950,2,1.709,,1.184,-0.111,-0.120,-1.428,,,,2.612,,,3.760,9.890,-1.979,0
1950,3,1.922,,1.127,-0.181,-0.205,-1.537,,,,2.664,,,3.720,9.940,-2.254,0
1950,4,1.861,,1.261,-0.080,-0.102,-1.467,,,,2.728,,,3.610,9.880,-2.162,0
1950,5,1.953,,1.242,-0.123,-0.138,-1.516,,,,2.758,,,3.620,9.780,-2.223,0
1950,6,1.983,,1.270,-0.035,-0.077,-1.425,,,,2.694,,,3.570,9.850,-2.101,0
1950,7,1.861,,1.273,-0.080,-0.090,-1.449,,,,2.722,,,3.570,9.720,-1.949,0
1950,8,1.678,,1.285,-0.065,-0.071,-1.425,,,,2.710,,,3.740,9.850,-1.797,0
1950,9,1.953,,1.322,-0.038,-0.041,-1.403,,,,2.725,,,3.630,9.770,-1.857,0
1950,10,2.044,,1.279,-0.050,-0.053,-1.388,,,,2.667,,,3.570,9.720,-2.071,0
1950,11,2.044,,1.340,0.017,0.011,-1.318,,,,2.658,,,3.650,9.800,-2.101,0
1950,12,2.257,,1.325,-0.013,-0.016,-1.358,,,,2.682,,,3.660,9.760,-1.918,0
1951,1,2.105,,1.236,-0.102,-0.105,-1.446,,,,2.682,,,3.460,9.600,-2.040,0
1951,2,2.074,,1.248,-0.114,-0.114,-1.480,,,,2.728,,,3.360,9.520,-2.101,0
1951,3,1.831,,1.410,0.044,0.032,-1.345,,,,2.755,,,3.550,9.720,-1.979,0
1951,4,1.800,,1.355,-0.010,-0.023,-1.400,,,,2.755,,,3.550,9.670,-2.193,0
1951,5,2.135,,1.361,-0.001,-0.004,-1.373,,,,2.734,,,3.480,9.580,-1.949,0
1951,6,2.105,,1.352,-0.004,-0.004,-1.364,,,,2.716,,,3.590,9.690,-2.040,0
1951,7,2.105,,1.303,-0.029,-0.035,-1.370,,,,2.673,,,3.540,9.670,-1.979,0
1951,8,2.074,,1.297,-0.013,-0.023,-1.345,,,,2.643,,,3.520,9.640,-1.888,0
1951,9,1.800,,1.282,-0.038,-0.038,-1.358,,,,2.640,,,3.720,9.850,-1.797,0
1951,10,1.922,,1.331,-0.013,-0.016,-1.367,,,,2.697,,,3.590,9.730,-1.888,0
1951,11,2.166,,1.306,-0.032,-0.035,-1.373,,,,2.679,,,3.630,9.740,-1.979,0
1951,12,2.074,,1.297,-0.071,-0.071,-1.440,,,,2.737,,,3.520,9.820,-2.040,0
1952,1,2.135,,1.340,-0.038,-0.044,-1.428,,,,2.768,,,3.670,9.810,-2.223,0
1952,2,2.135,,1.319,-0.035,-0.041,-1.397,,,,2.716,,,3.610,9.740,-2.010,0
1952,3,1.861,,1.343,-0.029,-0.035,-1.409,,,,2.752,,,3.650,9.760,-1.949,0
1952,4,1.709,,1.300,-0.050,-0.056,-1.416,,,,2.716,,,3.630,9.770,-2.010,0
1952,5,1.953,,1.379,0.051,0.044,-1.288,,,,2.667,,,3.480,9.610,-1.736,0
1952,6,2.044,,1.361,0.014,0.014,-1.336,,,,2.697,,,3.500,9.560,-1.857,0
1952,7,1.922,,1.297,-0.053,-0.056,-1.409,,,,2.707,,,3.360,9.540,-2.040,0
1952,8,1.953,,1.291,-0.044,-0.050,-1.391,,,,2.682,,,3.500,9.550,-2.010,0
1952,9,1.922,,1.300,-0.050,-0.059,-1.422,,,,2.722,,,3.510,9.650,-2.010,0
1952,10,1.892,,1.279,-0.080,-0.084,-1.446,,,,2.725,,,3.580,9.720,-2.162,0
1952,11,1.831,,1.288,-0.059,-0.062,-1.412,,,,2.701,,,3.640,9.740,-1.888,0
1952,12,1.831,,1.352,0.011,0.008,-1.339,,,,2.691,,,3.450,9.600,-2.010,0
1953,1,2.044,,1.352,0.008,0.005,-1.339,,,,2.691,,,3.580,9.760,-2.193,0
1953,2,2.166,,1.236,-0.108,-0.105,-1.446,,,,2.682,,,3.610,9.750,-2.162,0
1953,3,2.074,,1.346,-0.007,-0.007,-1.358,,,,2.704,,,3.450,9.610,-2.040,0
1953,4,2.257,,1.358,-0.001,-0.007,-1.376,,,,2.734,,,3.660,9.760,-2.040,0
1953,5,1.953,,1.376,0.020,0.014,-1.348,,,,2.725,,,3.490,9.660,-1.857,0
1953,6,1.800,,1.322,-0.044,-0.047,-1.416,,,,2.737,,,3.470,9.610,-1.857,0
1953,7,1.831,,1.315,-0.059,-0.065,-1.446,,,,2.761,,,3.580,9.690,-1.949,0
1953,8,1.892,,1.334,-0.029,-0.038,-1.412,,,,2.746,,,3.550,9.700,-1.979,0
1953,9,1.892,,1.337,-0.044,-0.053,-1.443,,,,2.780,,,3.530,9.680,-2.193,0
1953,10,2.257,,1.309,-0.044,-0.047,-1.403,,,,2.713,,,3.470,9.630,-2.010,0
1953,11,1.922,,1.309,-0.041,-0.044,-1.400,,,,2.710,,,3.620,9.770,-2.010,0
1953,12,1.892,,1.239,-0.090,-0.093,-1.422,,,,2.661,,,3.510,9.700,-1.918,0
1954,1,1.953,,1.261,-0.056,-0.059,-1.379,,,,2.640,,,3.710,9.840,-1.979,0
1954,2,2.013,,1.331,-0.020,-0.026,-1.382,,,,2.713,,,3.480,9.600,-1.857,0
1954,3,1.800,,1.312,-0.032,-0.032,-1.379,,,,2.691,,,3.470,9.600,-2.040,0
1954,4,1.800,,1.288,-0.090,-0.093,-1.470,,,,2.758,,,3.530,9.630,-2.315,0
1954,5,2.196,,1.474,0.072,0.072,-1.333,,,,2.807,,,3.530,9.670,-1.949,0
1954,6,2.074,,1.401,0.026,0.017,-1.370,,,,2.771,,,3.460,9.600,-2.010,0
1954,7,1.800,,1.367,-0.001,-0.004,-1.376,,,,2.743,,,3.550,9.730,-1.888,0
1954,8,2.288,,1.340,-0.035,-0.032,-1.400,,,,2.740,,,3.670,9.830,-1.827,0
1954,9,1.892,,1.370,-0.004,-0.020,-1.409,,,,2.780,,,3.710,9.780,-2.040,0
1954,10,2.074,,1.355,-0.001,-0.013,-1.382,,,,2.737,,,3.640,9.720,-2.101,0
1954,11,1.861,,1.325,-0.038,-0.038,-1.403,,,,2.728,,,3.690,9.780,-2.315,0
1954,12,2.044,,1.315,-0.056,-0.065,-1.446,,,,2.761,,,3.560,9.700,-2.132,0
1955,1,2.044,,1.373,-0.007,-0.013,-1.400,,,,2.774,,,3.550,9.720,-2.040,0
1955,2,1.800,,1.303,-0.087,-0.096,-1.492,,,,2.795,,,3.550,9.690,-1.979,0
1955,3,2.166,,1.300,-0.077,-0.084,-1.467,,,,2.768,,,3.590,9.740,-2.040,0
1955,4,2.166,,1.407,0.005,-0.004,-1.419,,,,2.825,,,3.690,9.780,-1.979,0
1955,5,2.013,,1.383,0.002,-0.010,-1.400,,,,2.783,,,3.590,9.720,-2.162,0
1955,6,2.135,,1.404,0.020,0.020,-1.367,,,,2.771,,,3.560,9.730,-2.010,0
1955,7,2.013,,1.337,-0.013,-0.016,-1.367,,,,2.704,,,3.680,9.770,-1.979,0
